浦东沪南路355号,(浦东北蔡)浦东沪南路355号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970443682114/
荷五小区,"(浦东金桥)牟平路304弄,牟平路384弄,长岛路1398弄,长岛路1338弄",48266,金巷开发商,1995年建成 ,板楼,0.6元/平米/月,绿芳物业,156栋,1956户,https://sh.lianjia.com/xiaoqu/5011000010653/
平南一二村,"(闵行古美)平南一村, 平南二村",60417,农工商房地产,1994年建成 ,板楼,0.5元/平米/月,上海恒浩物业管理有限公司,122栋,1930户,https://sh.lianjia.com/xiaoqu/5011000004258/
五星花园,(浦东北蔡)五星花园,,上海百福勤房地产有限公司,2003年建成 ,板楼,2元/平米/月,上海东方航空物业有限公司,60栋,61户,https://sh.lianjia.com/xiaoqu/5011000011336/
申波路72号,(浦东北蔡)申波路72号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970538840815/
北艾路1254号,(浦东北蔡)北艾路1254号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970584453757/
古美一村,(闵行古美)莲花路528弄,51321,古衡房产开发,1994年建成 ,板楼,0.56元/平米/月,上海建纬物业管理有限公司,81栋,1032户,https://sh.lianjia.com/xiaoqu/5011000012367/
龙科公寓,(浦东北蔡)高科西路2757弄,,暂无信息,2012年建成 ,板楼,0.72至1.14元/平米/月,申城物业,11栋,131户,https://sh.lianjia.com/xiaoqu/5011000000864/
西环三村,(闵行莘庄)西环路205弄,40377,上海国融莘闵置业有限公司,1994年建成 ,板楼,0.6至1.2元/平米/月,上海莘旺物业管理有限公司,31栋,535户,https://sh.lianjia.com/xiaoqu/5011000010015/
高科西路3014号,(浦东北蔡)高科西路3014号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492702969/
紫竹轩,"(浦东北蔡)莲园路150弄,莲园路180弄",50331,上海建工房产有限公司,2000年建成 ,板楼,0.8元/平米/月,建工物业,29栋,313户,https://sh.lianjia.com/xiaoqu/5011000009240/
绿叶小区(松江),(松江泗泾)开江二路78弄68-76号,28506,上海市松江区泗泾镇人民政府,1978年建成 ,板楼,0.5元/平米/月,安洁物业,9栋,102户,https://sh.lianjia.com/xiaoqu/5011102206985/
南新三村,(浦东北蔡)下南路339弄,43588,绿城集团,1994年建成 ,板楼,0.8元/平米/月,上海长银物业发展有限公司,66栋,1040户,https://sh.lianjia.com/xiaoqu/5011000007888/
沁秋小区,"(长宁北新泾)淞虹路715弄,淞虹路735弄",56885,上海新长宁（集团）有限公司,1995年建成 ,板楼,2.5元/平米/月,上海新凯物业管理公司,38栋,884户,https://sh.lianjia.com/xiaoqu/5011000013114/
珠江香樟南园,(杨浦周家嘴路)平凉路1889弄,78356,上海珠江投资有限公司,2004年建成 ,板楼,0.8至1.7元/平米/月,上海合生物业管理有限公司,26栋,1442户,https://sh.lianjia.com/xiaoqu/5011000018024/
莲安东路110号,(浦东北蔡)莲安东路110号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492703336/
莲馨苑,(浦东北蔡)莲园路630弄,,上海北蔡房地产发展有限公司,2003年建成 ,板楼,1.5元/平米/月,上海莲溪物业管理有限公司,84栋,95户,https://sh.lianjia.com/xiaoqu/5011000005338/
合生御廷园(别墅),(青浦赵巷)巷居路99弄,34359,上海正泽房地产有限公司,2010年建成 ,板楼,2.58元/平米/月,广东康景物业服务有限公司,282栋,518户,https://sh.lianjia.com/xiaoqu/5011000013750/
听潮五村,(浦东惠南)西门路113弄,24516,上海欣周开发有限公司,1993年建成 ,板楼,0.5元/平米/月,自主物业,153栋,1014户,https://sh.lianjia.com/xiaoqu/5011000005527/
紫翠高清苑,(浦东北蔡)下南路115弄,49830,上海由由房地产开发有限公司,2011年建成 ,板楼,0.9元/平米/月,上海双乐物业管理有限公司,17栋,462户,https://sh.lianjia.com/xiaoqu/5011000005197/
芳华路1009号,(浦东北蔡)芳华路1009号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,31户,https://sh.lianjia.com/xiaoqu/5020024834905629/
鹏健苑,(浦东北蔡)鹏岳路70弄,57420,上海鹏丰置业有限公司,2012年建成 ,板楼,1.2元/平米/月,上海东莲物业管理有限公司,19栋,680户,https://sh.lianjia.com/xiaoqu/5011000005030/
绿川小区,"(浦东北蔡)博华路999弄,博华路1018弄",46218,绿城集团,1996年建成 ,板楼,0.5元/平米/月,上海长银物业发展有限公司,150栋,1900户,https://sh.lianjia.com/xiaoqu/5011000003191/
星月·金融湾,(浦东北蔡)罗山路4088弄,,上海玖瑞实业有限公司,暂无信息 ,塔板结合,暂无信息,上海星跃物业管理有限公司,6栋,22户,https://sh.lianjia.com/xiaoqu/5020032487703567/
永康城浦欣苑,(闵行浦江)永高路75弄,28702,莘松开发商,2014年建成 ,板楼,1.32元/平米/月,上海申华物业有限公司,22栋,1125户,https://sh.lianjia.com/xiaoqu/509821540057552/
莲琼苑,(浦东北蔡)新陈路150弄,58587,上海北蔡房地产发展有限公司,2003年建成 ,板楼,1.2元/平米/月,上海东莲物业管理有限公司,40栋,428户,https://sh.lianjia.com/xiaoqu/5011000005221/
世外桃源,(浦东北蔡)莲溪路99弄,82305,上海世外桃源房产有限公司,1994年建成 ,板楼/塔板结合,3至3.3元/平米/月,上海中星集团申城物业有限公司,85栋,99户,https://sh.lianjia.com/xiaoqu/5011000015163/
大宁路660弄,(闸北大宁)大宁路660弄,81673,大宁房地产开发有限公司,1992年建成 ,塔楼/板楼,1.2至1.35元/平米/月,大宁物业,23栋,665户,https://sh.lianjia.com/xiaoqu/5011000008528/
水清年华花园,(闵行七宝)沪松公路565弄,58911,上海宝静置业有限公司,2005年建成 ,板楼,1.2元/平米/月,上海宝静置业有限公司,93栋,2103户,https://sh.lianjia.com/xiaoqu/5011000012925/
惠益新苑,(浦东惠南)听悦路960弄,25726,中建集团,2014年建成 ,塔楼/板楼,0.8元/平米/月,上海硕雅物业管理有限公司,17栋,1275户,https://sh.lianjia.com/xiaoqu/5011000002357/
上海诗林(公寓),(松江九亭)九亭大街105弄,35150,上海桑达置业发展有限公司,2004年建成 ,塔楼/板楼,2.5元/平米/月,上海明华物业管理有限公司,13栋,292户,https://sh.lianjia.com/xiaoqu/5011000002476/
南新六村,"(浦东北蔡)下南路500弄, 下南路526弄, 下南路518弄",44149,浦东发展有限公司,1997年建成 ,板楼,0.8元/平米/月,上海田丰物业管理有限公司,73栋,1298户,https://sh.lianjia.com/xiaoqu/5011000002975/
由由六村,"(浦东北蔡)严镇路96弄,严桥路55弄,严桥路141弄1-27号,严民路248弄,严民路280弄",51939,上海由由房地产开发有限公司,1995年建成 ,板楼,0.45至0.8元/平米/月,上海建工物业有限公司,98栋,1259户,https://sh.lianjia.com/xiaoqu/5011000013608/
新凯城紫荆苑,(松江泗泾)泗凯路669弄,30756,上海新凯房地产开发有限公司,2006年建成 ,板楼,1.45元/平米/月,上海玉星物业管理有限公司,20栋,1353户,https://sh.lianjia.com/xiaoqu/5011063538783/
凯利海华府,(浦东北蔡)成山路1066弄,86686,上海汇郡投资有限公司,暂无信息 ,板楼,暂无信息,上海汇郡投资有限公司,9栋,527户,https://sh.lianjia.com/xiaoqu/5020022538562581/
陆家嘴锦绣里,(浦东北蔡)博华路498弄,71779,上海陆家嘴(集团)有限公司,2015年建成 ,板楼,2.58元/平米/月,上海双乐物业管理有限公司,13栋,823户,https://sh.lianjia.com/xiaoqu/5011000019823/
陆家嘴锦绣前城,(浦东北蔡)锦绣路2466弄,96122,上海陆家嘴（集团）有限公司,2015年建成 ,板楼,4.35元/平米/月,上海市陆家嘴物业管理有限公司,52栋,2042户,https://sh.lianjia.com/xiaoqu/5011000000491/
华鹏路52号,(浦东北蔡)华鹏路52号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970569249278/
新花苑,(浦东北蔡)芳华路136弄,52643,花木房产,1995年建成 ,板楼,0.6元/平米/月,上海宝隆物业管理有限公司,20栋,252户,https://sh.lianjia.com/xiaoqu/5011000010193/
莲园路307号,(浦东北蔡)莲园路307号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492703409/
汇龙花苑(闵行),(闵行浦江)鲁南路85弄,31547,上海红龙房地产开发经营有限公司,1999年建成 ,板楼,0.6元/平米/月,上海鲁汇物业管理有限公司,40栋,216户,https://sh.lianjia.com/xiaoqu/5011000010180/
开发浦东,"(浦东潍坊)浦东南路1349号（新发）,浦东南路1399号（新浦）,浦东南路1449号（新东）,浦东南路1299号（新开）",84717,乾坤置业有限公司,1990年建成 ,塔楼,0.5元/平米/月,潍坊物业,4栋,800户,https://sh.lianjia.com/xiaoqu/5011000015439/
由由三村,"(浦东北蔡)严中路140弄,严杨路116弄,严杨路166弄",50868,上海南市房地产开发实业总公司,1993年建成 ,板楼,0.8元/平米/月,上海锦南物业经营有限公司,95栋,1227户,https://sh.lianjia.com/xiaoqu/5011000017623/
北中路417弄,(浦东北蔡)北中路417弄,,北蔡房产开发商,1996年建成 ,板楼,0.5元/平米/月,上海浦发物业有限公司,3栋,42户,https://sh.lianjia.com/xiaoqu/5011000006081/
德锦苑,(浦东北蔡)陈春路620弄,53571,暂无信息,2015年建成 ,板楼,暂无信息,暂无信息,27栋,1480户,https://sh.lianjia.com/xiaoqu/5011000002275/
大华伊斐墅,(浦东北蔡)华鹏路390弄,117331,上海锦绣华城房地产开发有限公司,暂无信息 ,板楼,3.1元/平米/月,上海浦华物业管理有限公司,142栋,161户,https://sh.lianjia.com/xiaoqu/5011000019856/
由由新景苑,(浦东北蔡)严中路47弄,63280,上海由由房地产开发有限公司,2001年建成 ,板楼,0.6至0.8元/平米/月,上海由由物业管理有限公司,25栋,299户,https://sh.lianjia.com/xiaoqu/5011000002877/
文化馨苑,(浦东北蔡)博华路237弄,64310,上海北蔡房地产发展有限公司,2004年建成 ,板楼,0.6元/平米/月,上海东莲物业管理有限公司,75栋,1127户,https://sh.lianjia.com/xiaoqu/5011000013604/
安阁苑,"(浦东周浦)瑞安路211弄,瑞阳路693弄,瑞和路350弄",35919,上海鹏航建设发展有限公司,2006年建成 ,板楼,0.8元/平米/月,友全物业管理有限公司,130栋,1718户,https://sh.lianjia.com/xiaoqu/5011000011263/
华鹏路296号,(浦东北蔡)华鹏路296号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,2户,https://sh.lianjia.com/xiaoqu/5012970569249272/
金恒小区,(浦东北蔡)北艾路862弄,59825,上海建工集团,1995年建成 ,板楼,0.35至0.8元/平米/月,上海市陆家嘴物业管理有限公司,45栋,696户,https://sh.lianjia.com/xiaoqu/5011000003585/
莲溪大楼,(浦东北蔡)北中路408弄,48233,暂无信息,1995年建成 ,塔楼,1元/平米/月,东莲物业,1栋,144户,https://sh.lianjia.com/xiaoqu/5011000018511/
南新村东钟家宅77号,(浦东北蔡)南新村东钟家宅77号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5014510301392889/
大华锦绣华城(十四街区),"(浦东北蔡)华鹏路300弄, 成山路1300",88463,上海锦绣华城房地产开发有限公司,2011年建成 ,板楼,2.6元/平米/月,浦华物业,40栋,829户,https://sh.lianjia.com/xiaoqu/5011000014460/
久阳文华府邸(公寓),(松江松江新城)新松江路2218弄,33756,上海东苑万吉置业有限公司,2005年建成 ,塔楼/板楼,1.02至2元/平米/月,久华物业,62栋,1484户,https://sh.lianjia.com/xiaoqu/5011000018782/
天和前滩时代,"(奉贤奉贤金汇)万顺路2968弄, 万顺路2768弄",27360,上海仁阅置业有限公司,暂无信息 ,塔楼/板楼,暂无信息,长城物业集团股份有限公司上海分公司,80栋,2867户,https://sh.lianjia.com/xiaoqu/5011000019453/
御河科创中心,"(浦东北蔡)五星路707弄, 五星路706弄",,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,51栋,51户,https://sh.lianjia.com/xiaoqu/5020023623231195/
南新二村,(浦东北蔡)下南路309弄23-70号,45417,暂无信息,1993年建成 ,板楼,0.8元/平米/月,扬帆物业服务有限责任公司,47栋,553户,https://sh.lianjia.com/xiaoqu/5011000003351/
北蔡大街小区,"(浦东北蔡)北蔡大街31弄, 北蔡大街32弄, 北蔡大街17号, 沪南路671号",,上海华辰房地产开发有限公司,1982年建成 ,板楼,0.3元/平米/月,上海莲溪物业管理有限公司,25栋,383户,https://sh.lianjia.com/xiaoqu/5011000003433/
电机一二村,"(闵行老闵行)江川路558弄, 宾川路416弄, 江川路550弄, 宾川路416弄1-41号",29657,上海富迪邦置业有限公司,1959年建成 ,板楼,0.6元/平米/月,实电物业,93栋,1865户,https://sh.lianjia.com/xiaoqu/5011000003963/
陆家嘴花园(一期),(浦东源深)桃林路815弄,97699,上海陆家嘴房产开发有限公司,1998年建成 ,板楼,2.85元/平米/月,上服物业,35栋,1001户,https://sh.lianjia.com/xiaoqu/509821540319292/
柳营路319弄,(闸北闸北公园)柳营路319弄,58416,北方集团,1954年建成 ,板楼,0.3元/平米/月,上海共贺物业管理有限公司,83栋,1897户,https://sh.lianjia.com/xiaoqu/5011000006448/
杨莲路207号,(浦东北蔡)杨莲路207号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020022917259401/
建发璟墅,(杨浦新江湾城)殷高东路889弄,63078,上海中悦房地产开发有限公司,2011年建成 ,板楼,5.5至5.8元/平米/月,怡家园(厦门)物业管理有限公司上海分公司,45栋,286户,https://sh.lianjia.com/xiaoqu/5011000010271/
杨莲路215号,(浦东北蔡)杨莲路215号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020022917257211/
万峰小区,(虹口江湾镇)华严路98弄,49283,上海陆家嘴房产开发有限公司,1997年建成 ,板楼,0.85元/平米/月,上海陆家嘴物业服务有限公司,28栋,366户,https://sh.lianjia.com/xiaoqu/5011000012682/
南杨花园,"(浦东北蔡)芳芯路149弄,芳芯路175弄",54777,绿城集团,1994年建成 ,板楼,0.6至1.5元/平米/月,上海三凌物业管理公司,53栋,647户,https://sh.lianjia.com/xiaoqu/5011000013346/
莲泰苑,(浦东北蔡)新陈路303弄,60604,上海北蔡房地产发展有限公司,2005年建成 ,板楼,1.45元/平米/月,上海陆家嘴物业管理有限公司,35栋,472户,https://sh.lianjia.com/xiaoqu/5011000002519/
锦博苑,"(浦东北蔡)高科西路2111弄1-166号, （博文路1679弄）",63596,上海陆家嘴房产开发有限公司,2007年建成 ,板楼,0.45元/平米/月,上海陆家嘴双乐物业管理有限公司,155栋,1816户,https://sh.lianjia.com/xiaoqu/5011000014536/
芳华苑,"(浦东北蔡)芳华路329弄,芳华路503弄",55752,至诚集团,1994年建成 ,板楼,0.6元/平米/月,上海良新物业,45栋,546户,https://sh.lianjia.com/xiaoqu/5011000006043/
莲中路169弄,(浦东北蔡)莲中路169弄,53874,暂无信息,1993年建成 ,板楼,0.8元/平米/月,上海莲溪物业管理有限公司,4栋,48户,https://sh.lianjia.com/xiaoqu/5011000000235/
芳草路418号,(浦东北蔡)芳草路418号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970599658105/
芳佳苑,(浦东北蔡)芳草路36弄,68332,上海信尔房地产经营开发实业有限公司,1999年建成 ,板楼,2.93元/平米/月,长华物业公司,25栋,288户,https://sh.lianjia.com/xiaoqu/5011000005290/
莲溪一村,(浦东北蔡)北中路354弄,47739,暂无信息,1993年建成 ,板楼,1元/平米/月,东莲物业,24栋,464户,https://sh.lianjia.com/xiaoqu/5011000001465/
锦华花园,"(浦东北蔡)北艾路828弄1-28号,锦绣路2866弄1-25号,锦绣路2868弄1-6号",63039,上海陆家嘴(集团)有限公司,1997年建成 ,板楼,0.55至1.45元/平米/月,建工物业,57栋,690户,https://sh.lianjia.com/xiaoqu/5011000013679/
杨莲路211号,(浦东北蔡)杨莲路211号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020022917259558/
华佳花园,(浦东北蔡)高科西路3000弄,46605,上海华佳实业有限公司,1995年建成 ,板楼,1元/平米/月,上海华佳实业有限公司物业管理分公司,48栋,366户,https://sh.lianjia.com/xiaoqu/5011000013379/
成山路2186号,(浦东北蔡)成山路2186号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970660738002/
仁德路67弄10支弄,(杨浦五角场)仁德路67弄10支弄,57031,暂无信息,1997年建成 ,板楼,0.8元/平米/月,自主物业,38栋,600户,https://sh.lianjia.com/xiaoqu/5011000004558/
越秀苑,"(闸北不夜城)大统路938弄, 中华新路741号",61458,上海市闸北区城市发展投资总公司,1999年建成 ,塔楼/板楼/塔板结合,1.35元/平米/月,上海北城物业有限公司,10栋,842户,https://sh.lianjia.com/xiaoqu/5011000015773/
芳华路959号,(浦东北蔡)芳华路959号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970599658145/
成山路2367号,(浦东北蔡)成山路2367号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970660738012/
莲中路250弄,(浦东北蔡)莲中路250弄,50040,暂无信息,1994年建成 ,板楼,0.45至0.8元/平米/月,上海万泰物业管理有限公司,17栋,238户,https://sh.lianjia.com/xiaoqu/5011000005908/
环龙公寓,(浦东北蔡)高科西路2907弄,45573,上海泰龙房地产发展有限公司,2002年建成 ,板楼,1元/平米/月,上海中凯物业有限公司,18栋,243户,https://sh.lianjia.com/xiaoqu/5011000014739/
海上国际花园(一期),(浦东北蔡)成山路2399弄2-91号,72251,上海香溢房地产有限公司,2005年建成 ,板楼,1.85元/平米/月,上海杨房物业管理有限公司,85栋,952户,https://sh.lianjia.com/xiaoqu/5011000017399/
桃浦三村白丽苑,(普陀桃浦)红棉路311弄,36848,上海市普陀区城市建设投资有限公司,1997年建成 ,板楼,0.8元/平米/月,上海西部物业有限公司,61栋,819户,https://sh.lianjia.com/xiaoqu/5011102209076/
芳芯路251弄,(浦东北蔡)芳芯路251弄,,暂无信息,2012年建成 ,板楼,1.2元/平米/月,上海市花木物业,10栋,277户,https://sh.lianjia.com/xiaoqu/5011000003789/
莲杨苑,(浦东北蔡)莲溪路780弄,58534,北蔡房产开发商,2004年建成 ,板楼,1元/平米/月,上海东莲物业管理有限公司,47栋,540户,https://sh.lianjia.com/xiaoqu/5011000011254/
大华锦绣华城(十八街区)(别墅),(浦东北蔡)成山路2008弄,91814,上海锦绣华城房地产开发有限公司,2006年建成 ,板楼,2.2元/平米/月,上海浦华物业管理有限公司,243栋,243户,https://sh.lianjia.com/xiaoqu/5011000003483/
尚东国际名园,"(浦东三林)板泉路1555弄, 海阳路1333弄, 板泉路1582号",80866,上海中万置业投资有限公司,2007年建成 ,板楼,2.8至3.8元/平米/月,万科物业,89栋,1171户,https://sh.lianjia.com/xiaoqu/5011000013649/
朱家滩小区,"(浦东潍坊)潍坊路89弄1-32号,浦东南路1341弄1-9号",111630,乾坤置业有限公司,1984年建成 ,板楼,0.8元/平米/月,上海浦东新区潍坊物业公司,34栋,696户,https://sh.lianjia.com/xiaoqu/5011000006054/
海上国际花园(二期),(浦东北蔡)博华路380弄1-2号,41956,上海香溢房地产有限公司,2008年建成 ,塔楼/板楼,1.88元/平米/月,上海杨房物业管理有限公司,3栋,239户,https://sh.lianjia.com/xiaoqu/5011000015605/
严桥路21号,(浦东北蔡)严桥路21号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970523374500/
芳华小区,(浦东北蔡)芳华路371弄,53447,花木房产,1997年建成 ,板楼,0.65元/平米/月,上海浦东新区花木物业公司,19栋,183户,https://sh.lianjia.com/xiaoqu/5011000010602/
芳草路137号(临),(浦东北蔡)芳草路137号（临）,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020025409746004/
华绣路195号,(浦东北蔡)华绣路195号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970569249402/
川北公路2820号,(浦东北蔡)川北公路2820号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970675941477/
严桥路351弄,"(浦东北蔡)严桥路351弄(博文路1378弄), 严桥路351弄1-2号",32367,暂无信息,暂无信息 ,板楼,暂无信息,暂无信息,2栋,14户,https://sh.lianjia.com/xiaoqu/5013058797218996/
方舟园四村,(松江松江老城)谷阳北路526弄,29405,上海方舟房地产开发有限公司,2000年建成 ,板楼,0.6元/平米/月,上海新桃源物业管理有限公司,67栋,751户,https://sh.lianjia.com/xiaoqu/5011000013242/
舜峰家苑,(浦东曹路)海鹏路301弄,38121,舜峰地产物业有限公司,2010年建成 ,板楼,1.08元/平米/月,上海昌悦物业管理有限公司,38栋,1418户,https://sh.lianjia.com/xiaoqu/5011000019162/
海上湾华庭紫园,(青浦朱家角)绿舟路228弄,24120,上海丰泽置业有限公司,2011年建成 ,板楼,2.3元/平米/月,上海上实物业管理有限公司,293栋,293户,https://sh.lianjia.com/xiaoqu/5011000000708/
万源城E1,(闵行古美)莲花路755弄,68844,上海城开房地产经纪有限公司,2007年建成 ,板楼,1.8元/平米/月,申大物业,21栋,947户,https://sh.lianjia.com/xiaoqu/5011000012235/
莲文苑,(浦东北蔡)莲园路77弄,64937,界龙房地产开发公司,2004年建成 ,板楼,1.1元/平米/月,上海东莲物业管理公司,27栋,342户,https://sh.lianjia.com/xiaoqu/5011000006735/
成山路2002号,(浦东北蔡)成山路2002号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970660737980/
沪南路607-609号,(浦东北蔡)沪南路607-609号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020038838710813/
延长中路451弄,(闸北大宁)延长中路451弄,81485,延尘房地产开发有限公司,1986年建成 ,板楼,0.8元/平米/月,上海共贺物业管理有限公司,33栋,972户,https://sh.lianjia.com/xiaoqu/5011000007136/
芳华路498号,(浦东北蔡)芳华路498号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970599658138/
紫叶花园,"(浦东北蔡)紫叶路115弄, 紫叶路65弄, 紫叶路140弄, 紫叶路115弄, 紫叶路127弄, 紫叶路51弄, 紫叶路140弄, 紫叶路147弄, 紫叶路101弄, 紫叶路81弄, 紫叶路192弄, 紫叶路276弄, 紫叶路152弄, 紫叶路128弄, 紫叶路116弄, 紫叶路100弄, 紫叶路80弄, 紫叶路66弄, 紫叶路50弄",53198,上海建工集团,1995年建成 ,板楼,0.5元/平米/月,上海开伦物业管理有限公司,153栋,1944户,https://sh.lianjia.com/xiaoqu/5011000010065/
北蔡苑,(浦东北蔡)莲安西路185弄,52405,南浦开发有限公司,2000年建成 ,板楼,0.45元/平米/月,上海东莲物业管理有限公司,23栋,186户,https://sh.lianjia.com/xiaoqu/5011000014014/
川杨新苑(三期),(浦东张江)中科路2500弄,43656,绿城集团,2010年建成 ,板楼,1.3元/平米/月,上海仁联物业管理有限公司,85栋,1476户,https://sh.lianjia.com/xiaoqu/5011000003107/
殷行路571弄,(杨浦中原)殷行路571弄,47352,上海中房置业股份有限公司,1986年建成 ,板楼,0.5元/平米/月,自主物业,37栋,1073户,https://sh.lianjia.com/xiaoqu/5011000008265/
